fips,candidate,party,candidatevotes,mode
6017,JOHN MCCAIN,REPUBLICAN,50314,TOTAL
6017,OTHER,OTHER,2083,TOTAL
6019,BARACK OBAMA,DEMOCRAT,136706,TOTAL
6019,JOHN MCCAIN,REPUBLICAN,131015,TOTAL
6019,OTHER,OTHER,4568,TOTAL
6021,BARACK OBAMA,DEMOCRAT,3734,TOTAL
6021,JOHN MCCAIN,REPUBLICAN,5910,TOTAL
6021,OTHER,OTHER,235,TOTAL
6023,BARACK OBAMA,DEMOCRAT,39692,TOTAL
6023,JOHN MCCAIN,REPUBLICAN,21713,TOTAL
6023,OTHER,OTHER,2322,TOTAL
6025,BARACK OBAMA,DEMOCRAT,24162,TOTAL
6025,JOHN MCCAIN,REPUBLICAN,14008,TOTAL
6025,OTHER,OTHER,650,TOTAL
6027,BARACK OBAMA,DEMOCRAT,3743,TOTAL
6027,JOHN MCCAIN,REPUBLICAN,4523,TOTAL
6027,OTHER,OTHER,267,TOTAL
6029,BARACK OBAMA,DEMOCRAT,93457,TOTAL
6029,JOHN MCCAIN,REPUBLICAN,134793,TOTAL
6029,OTHER,OTHER,4600,TOTAL
6031,BARACK OBAMA,DEMOCRAT,14747,TOTAL
6031,JOHN MCCAIN,REPUBLICAN,19710,TOTAL
6031,OTHER,OTHER,651,TOTAL
6033,BARACK OBAMA,DEMOCRAT,14854,TOTAL
6033,JOHN MCCAIN,REPUBLICAN,9935,TOTAL
6033,OTHER,OTHER,753,TOTAL
6035,BARACK OBAMA,DEMOCRAT,3586,TOTAL
6035,JOHN MCCAIN,REPUBLICAN,7483,TOTAL
6035,OTHER,OTHER,318,TOTAL
6037,BARACK OBAMA,DEMOCRAT,2295853,TOTAL
6037,JOHN MCCAIN,REPUBLICAN,956425,TOTAL
6037,OTHER,OTHER,65970,TOTAL
6039,BARACK OBAMA,DEMOCRAT,17952,TOTAL
6039,JOHN MCCAIN,REPUBLICAN,23583,TOTAL
6039,OTHER,OTHER,820,TOTAL
6041,BARACK OBAMA,DEMOCRAT,109320,TOTAL
6041,JOHN MCCAIN,REPUBLICAN,28384,TOTAL
6041,OTHER,OTHER,2493,TOTAL
6043,BARACK OBAMA,DEMOCRAT,4100,TOTAL
6043,JOHN MCCAIN,REPUBLICAN,5298,TOTAL
6043,OTHER,OTHER,253,TOTAL
6045,BARACK OBAMA,DEMOCRAT,27843,TOTAL
6045,JOHN MCCAIN,REPUBLICAN,10721,TOTAL
6045,OTHER,OTHER,1452,TOTAL
6047,BARACK OBAMA,DEMOCRAT,34031,TOTAL
6047,JOHN MCCAIN,REPUBLICAN,28704,TOTAL
6047,OTHER,OTHER,1073,TOTAL
6049,BARACK OBAMA,DEMOCRAT,1313,TOTAL
6049,JOHN MCCAIN,REPUBLICAN,2981,TOTAL
6049,OTHER,OTHER,126,TOTAL
6051,BARACK OBAMA,DEMOCRAT,3093,TOTAL
6051,JOHN MCCAIN,REPUBLICAN,2354,TOTAL
6051,OTHER,OTHER,124,TOTAL
6053,BARACK OBAMA,DEMOCRAT,88453,TOTAL
6053,JOHN MCCAIN,REPUBLICAN,38797,TOTAL
6053,OTHER,OTHER,2533,TOTAL
6055,BARACK OBAMA,DEMOCRAT,38849,TOTAL
6055,JOHN MCCAIN,REPUBLICAN,19484,TOTAL
6055,OTHER,OTHER,1309,TOTAL
6057,BARACK OBAMA,DEMOCRAT,28617,TOTAL
6057,JOHN MCCAIN,REPUBLICAN,25663,TOTAL
6057,OTHER,OTHER,1367,TOTAL
6059,BARACK OBAMA,DEMOCRAT,549558,TOTAL
6059,JOHN MCCAIN,REPUBLICAN,579064,TOTAL
6059,OTHER,OTHER,25065,TOTAL
6061,BARACK OBAMA,DEMOCRAT,75112,TOTAL
6061,JOHN MCCAIN,REPUBLICAN,94647,TOTAL
6061,OTHER,OTHER,3348,TOTAL
6063,BARACK OBAMA,DEMOCRAT,4715,TOTAL
6063,JOHN MCCAIN,REPUBLICAN,6035,TOTAL
6063,OTHER,OTHER,278,TOTAL
6065,BARACK OBAMA,DEMOCRAT,325017,TOTAL
6065,JOHN MCCAIN,REPUBLICAN,310041,TOTAL
6065,OTHER,OTHER,12241,TOTAL
6067,BARACK OBAMA,DEMOCRAT,316506,TOTAL
6067,JOHN MCCAIN,REPUBLICAN,213583,TOTAL
6067,OTHER,OTHER,11012,TOTAL
6069,BARACK OBAMA,DEMOCRAT,11917,TOTAL
6069,JOHN MCCAIN,REPUBLICAN,7425,TOTAL
6069,OTHER,OTHER,363,TOTAL
6071,BARACK OBAMA,DEMOCRAT,315720,TOTAL
6071,JOHN MCCAIN,REPUBLICAN,277408,TOTAL
6071,OTHER,OTHER,13206,TOTAL
6073,BARACK OBAMA,DEMOCRAT,666581,TOTAL
6073,JOHN MCCAIN,REPUBLICAN,541032,TOTAL
6073,OTHER,OTHER,23434,TOTAL
6075,BARACK OBAMA,DEMOCRAT,322220,TOTAL
6075,JOHN MCCAIN,REPUBLICAN,52292,TOTAL
6075,OTHER,OTHER,8353,TOTAL
6077,BARACK OBAMA,DEMOCRAT,113974,TOTAL
6077,JOHN MCCAIN,REPUBLICAN,91607,TOTAL
6077,OTHER,OTHER,3768,TOTAL
6079,BARACK OBAMA,DEMOCRAT,68176,TOTAL
6079,JOHN MCCAIN,REPUBLICAN,61055,TOTAL
6079,OTHER,OTHER,3422,TOTAL
6081,BARACK OBAMA,DEMOCRAT,222826,TOTAL
6081,JOHN MCCAIN,REPUBLICAN,75057,TOTAL
6081,OTHER,OTHER,5409,TOTAL
6083,BARACK OBAMA,DEMOCRAT,105614,TOTAL
6083,JOHN MCCAIN,REPUBLICAN,65585,TOTAL
6083,OTHER,OTHER,3713,TOTAL
6085,BARACK OBAMA,DEMOCRAT,462241,TOTAL
6085,JOHN MCCAIN,REPUBLICAN,190039,TOTAL
6085,OTHER,OTHER,13309,TOTAL
6087,BARACK OBAMA,DEMOCRAT,98745,TOTAL
6087,JOHN MCCAIN,REPUBLICAN,25244,TOTAL
6087,OTHER,OTHER,3494,TOTAL
6089,BARACK OBAMA,DEMOCRAT,28867,TOTAL
6089,JOHN MCCAIN,REPUBLICAN,49588,TOTAL
6089,OTHER,OTHER,1935,TOTAL
6091,BARACK OBAMA,DEMOCRAT,743,TOTAL
6091,JOHN MCCAIN,REPUBLICAN,1158,TOTAL
6091,OTHER,OTHER,90,TOTAL
6093,BARACK OBAMA,DEMOCRAT,9292,TOTAL
6093,JOHN MCCAIN,REPUBLICAN,11520,TOTAL
6093,OTHER,OTHER,658,TOTAL
6095,BARACK OBAMA,DEMOCRAT,102095,TOTAL
6095,JOHN MCCAIN,REPUBLICAN,56035,TOTAL
6095,OTHER,OTHER,2843,TOTAL
6097,BARACK OBAMA,DEMOCRAT,168888,TOTAL
6097,JOHN MCCAIN,REPUBLICAN,55127,TOTAL
6097,OTHER,OTHER,5336,TOTAL
6099,BARACK OBAMA,DEMOCRAT,80279,TOTAL
6099,JOHN MCCAIN,REPUBLICAN,77497,TOTAL
6099,OTHER,OTHER,3239,TOTAL
6101,BARACK OBAMA,DEMOCRAT,13412,TOTAL
6101,JOHN MCCAIN,REPUBLICAN,18911,TOTAL
6101,OTHER,OTHER,618,TOTAL
6103,BARACK OBAMA,DEMOCRAT,8945,TOTAL
6103,JOHN MCCAIN,REPUBLICAN,14843,TOTAL
6103,OTHER,OTHER,648,TOTAL
6105,BARACK OBAMA,DEMOCRAT,3233,TOTAL
6105,JOHN MCCAIN,REPUBLICAN,2940,TOTAL
6105,OTHER,OTHER,201,TOTAL
6107,BARACK OBAMA,DEMOCRAT,43634,TOTAL
6107,JOHN MCCAIN,REPUBLICAN,59765,TOTAL
6107,OTHER,OTHER,1807,TOTAL
6109,BARACK OBAMA,DEMOCRAT,11532,TOTAL
6109,JOHN MCCAIN,REPUBLICAN,14988,TOTAL
6109,OTHER,OTHER,661,TOTAL
6111,BARACK OBAMA,DEMOCRAT,187601,TOTAL
6111,JOHN MCCAIN,REPUBLICAN,145853,TOTAL
6111,OTHER,OTHER,6346,TOTAL
6113,BARACK OBAMA,DEMOCRAT,53488,TOTAL
6113,JOHN MCCAIN,REPUBLICAN,24592,TOTAL
6113,OTHER,OTHER,1669,TOTAL
6115,BARACK OBAMA,DEMOCRAT,8866,TOTAL
6115,JOHN MCCAIN,REPUBLICAN,12007,TOTAL
6115,OTHER,OTHER,528,TOTAL
8001,BARACK OBAMA,DEMOCRAT,93443,TOTAL
8001,JOHN MCCAIN,REPUBLICAN,63976,TOTAL
8001,OTHER,OTHER,3080,TOTAL
8003,BARACK OBAMA,DEMOCRAT,3521,TOTAL
8003,JOHN MCCAIN,REPUBLICAN,2635,TOTAL
8003,OTHER,OTHER,130,TOTAL
8005,BARACK OBAMA,DEMOCRAT,148218,TOTAL
8005,JOHN MCCAIN,REPUBLICAN,113866,TOTAL
8005,OTHER,OTHER,4064,TOTAL
8007,BARACK OBAMA,DEMOCRAT,2836,TOTAL
8007,JOHN MCCAIN,REPUBLICAN,3638,TOTAL
8007,OTHER,OTHER,151,TOTAL
8009,BARACK OBAMA,DEMOCRAT,536,TOTAL
8009,JOHN MCCAIN,REPUBLICAN,1572,TOTAL
8009,OTHER,OTHER,67,TOTAL
8011,BARACK OBAMA,DEMOCRAT,799,TOTAL
8011,JOHN MCCAIN,REPUBLICAN,1077,TOTAL
8011,OTHER,OTHER,44,TOTAL
8013,BARACK OBAMA,DEMOCRAT,124159,TOTAL
8013,JOHN MCCAIN,REPUBLICAN,44904,TOTAL
8013,OTHER,OTHER,2700,TOTAL
8014,BARACK OBAMA,DEMOCRAT,16168,TOTAL
8014,JOHN MCCAIN,REPUBLICAN,12757,TOTAL
8014,OTHER,OTHER,528,TOTAL
8015,BARACK OBAMA,DEMOCRAT,4861,TOTAL
8015,JOHN MCCAIN,REPUBLICAN,4873,TOTAL
8015,OTHER,OTHER,186,TOTAL
8017,BARACK OBAMA,DEMOCRAT,198,TOTAL
8017,JOHN MCCAIN,REPUBLICAN,890,TOTAL
8017,OTHER,OTHER,23,TOTAL
8019,BARACK OBAMA,DEMOCRAT,3332,TOTAL
8019,JOHN MCCAIN,REPUBLICAN,2300,TOTAL
8019,OTHER,OTHER,135,TOTAL
8021,BARACK OBAMA,DEMOCRAT,2154,TOTAL
8021,JOHN MCCAIN,REPUBLICAN,1653,TOTAL
8021,OTHER,OTHER,67,TOTAL
8023,BARACK OBAMA,DEMOCRAT,1245,TOTAL
8023,JOHN MCCAIN,REPUBLICAN,415,TOTAL
8023,OTHER,OTHER,37,TOTAL
8025,BARACK OBAMA,DEMOCRAT,552,TOTAL
8025,JOHN MCCAIN,REPUBLICAN,976,TOTAL
8025,OTHER,OTHER,30,TOTAL
8027,BARACK OBAMA,DEMOCRAT,912,TOTAL
8027,JOHN MCCAIN,REPUBLICAN,1672,TOTAL
8027,OTHER,OTHER,45,TOTAL
8029,BARACK OBAMA,DEMOCRAT,5084,TOTAL
8029,JOHN MCCAIN,REPUBLICAN,10067,TOTAL
8029,OTHER,OTHER,283,TOTAL
8031,BARACK OBAMA,DEMOCRAT,204882,TOTAL
8031,JOHN MCCAIN,REPUBLICAN,62567,TOTAL
8031,OTHER,OTHER,4084,TOTAL
8033,BARACK OBAMA,DEMOCRAT,369,TOTAL
8033,JOHN MCCAIN,REPUBLICAN,818,TOTAL
8033,OTHER,OTHER,30,TOTAL
8035,BARACK OBAMA,DEMOCRAT,61960,TOTAL
8035,JOHN MCCAIN,REPUBLICAN,88108,TOTAL
8035,OTHER,OTHER,1751,TOTAL
8037,BARACK OBAMA,DEMOCRAT,13187,TOTAL
8037,JOHN MCCAIN,REPUBLICAN,8179,TOTAL
8037,OTHER,OTHER,286,TOTAL
8039,BARACK OBAMA,DEMOCRAT,3819,TOTAL
8039,JOHN MCCAIN,REPUBLICAN,9108,TOTAL
8039,OTHER,OTHER,279,TOTAL
8041,BARACK OBAMA,DEMOCRAT,108899,TOTAL
8041,JOHN MCCAIN,REPUBLICAN,160318,TOTAL
8041,OTHER,OTHER,3958,TOTAL
8043,BARACK OBAMA,DEMOCRAT,6844,TOTAL
8043,JOHN MCCAIN,REPUBLICAN,12668,TOTAL
8043,OTHER,OTHER,407,TOTAL
8045,BARACK OBAMA,DEMOCRAT,11357,TOTAL
8045,JOHN MCCAIN,REPUBLICAN,11359,TOTAL
8045,OTHER,OTHER,366,TOTAL
8047,BARACK OBAMA,DEMOCRAT,1954,TOTAL
8047,JOHN MCCAIN,REPUBLICAN,1253,TOTAL
8047,OTHER,OTHER,94,TOTAL
8049,BARACK OBAMA,DEMOCRAT,4037,TOTAL
8049,JOHN MCCAIN,REPUBLICAN,4128,TOTAL
8049,OTHER,OTHER,143,TOTAL
8051,BARACK OBAMA,DEMOCRAT,5556,TOTAL
8051,JOHN MCCAIN,REPUBLICAN,3131,TOTAL
8051,OTHER,OTHER,183,TOTAL
8053,BARACK OBAMA,DEMOCRAT,240,TOTAL
8053,JOHN MCCAIN,REPUBLICAN,344,TOTAL
8053,OTHER,OTHER,15,TOTAL
8055,BARACK OBAMA,DEMOCRAT,1989,TOTAL
8055,JOHN MCCAIN,REPUBLICAN,1580,TOTAL
8055,OTHER,OTHER,74,TOTAL
8057,BARACK OBAMA,DEMOCRAT,277,TOTAL
8057,JOHN MCCAIN,REPUBLICAN,624,TOTAL
8057,OTHER,OTHER,12,TOTAL
8059,BARACK OBAMA,DEMOCRAT,158153,TOTAL
8059,JOHN MCCAIN,REPUBLICAN,131627,TOTAL
8059,OTHER,OTHER,5282,TOTAL
8061,BARACK OBAMA,DEMOCRAT,178,TOTAL
8061,JOHN MCCAIN,REPUBLICAN,650,TOTAL
8061,OTHER,OTHER,24,TOTAL
8063,BARACK OBAMA,DEMOCRAT,912,TOTAL
8063,JOHN MCCAIN,REPUBLICAN,2455,TOTAL
8063,OTHER,OTHER,75,TOTAL
8065,BARACK OBAMA,DEMOCRAT,1859,TOTAL
8065,JOHN MCCAIN,REPUBLICAN,1078,TOTAL
8065,OTHER,OTHER,65,TOTAL
8067,BARACK OBAMA,DEMOCRAT,16057,TOTAL
8067,JOHN MCCAIN,REPUBLICAN,11503,TOTAL
8067,OTHER,OTHER,419,TOTAL
8069,BARACK OBAMA,DEMOCRAT,89822,TOTAL
8069,JOHN MCCAIN,REPUBLICAN,73641,TOTAL
8069,OTHER,OTHER,2910,TOTAL
8071,BARACK OBAMA,DEMOCRAT,3562,TOTAL
8071,JOHN MCCAIN,REPUBLICAN,3086,TOTAL
8071,OTHER,OTHER,113,TOTAL
8073,BARACK OBAMA,DEMOCRAT,546,TOTAL
8073,JOHN MCCAIN,REPUBLICAN,1717,TOTAL
8073,OTHER,OTHER,41,TOTAL
8075,BARACK OBAMA,DEMOCRAT,2846,TOTAL
8075,JOHN MCCAIN,REPUBLICAN,6002,TOTAL
8075,OTHER,OTHER,129,TOTAL
8077,BARACK OBAMA,DEMOCRAT,24008,TOTAL
8077,JOHN MCCAIN,REPUBLICAN,44578,TOTAL
8077,OTHER,OTHER,1045,TOTAL
8079,BARACK OBAMA,DEMOCRAT,270,TOTAL
8079,JOHN MCCAIN,REPUBLICAN,334,TOTAL
8079,OTHER,OTHER,19,TOTAL
8081,BARACK OBAMA,DEMOCRAT,1582,TOTAL
8081,JOHN MCCAIN,REPUBLICAN,4135,TOTAL
8081,OTHER,OTHER,154,TOTAL
8083,BARACK OBAMA,DEMOCRAT,4661,TOTAL
8083,JOHN MCCAIN,REPUBLICAN,6961,TOTAL
8083,OTHER,OTHER,203,TOTAL
8085,BARACK OBAMA,DEMOCRAT,6495,TOTAL
8085,JOHN MCCAIN,REPUBLICAN,12199,TOTAL
8085,OTHER,OTHER,459,TOTAL
8087,BARACK OBAMA,DEMOCRAT,3813,TOTAL
8087,JOHN MCCAIN,REPUBLICAN,6272,TOTAL
8087,OTHER,OTHER,149,TOTAL
8089,BARACK OBAMA,DEMOCRAT,3546,TOTAL
8089,JOHN MCCAIN,REPUBLICAN,4393,TOTAL
8089,OTHER,OTHER,125,TOTAL
8091,BARACK OBAMA,DEMOCRAT,1636,TOTAL
8091,JOHN MCCAIN,REPUBLICAN,1367,TOTAL
8091,OTHER,OTHER,57,TOTAL
8093,BARACK OBAMA,DEMOCRAT,4250,TOTAL
8093,JOHN MCCAIN,REPUBLICAN,4896,TOTAL
8093,OTHER,OTHER,237,TOTAL
8095,BARACK OBAMA,DEMOCRAT,622,TOTAL
8095,JOHN MCCAIN,REPUBLICAN,1612,TOTAL
8095,OTHER,OTHER,26,TOTAL
8097,BARACK OBAMA,DEMOCRAT,7349,TOTAL
8097,JOHN MCCAIN,REPUBLICAN,2484,TOTAL
8097,OTHER,OTHER,133,TOTAL
8099,BARACK OBAMA,DEMOCRAT,1487,TOTAL
8099,JOHN MCCAIN,REPUBLICAN,3043,TOTAL
8099,OTHER,OTHER,85,TOTAL
8101,BARACK OBAMA,DEMOCRAT,41097,TOTAL
8101,JOHN MCCAIN,REPUBLICAN,30257,TOTAL
8101,OTHER,OTHER,1073,TOTAL
8103,BARACK OBAMA,DEMOCRAT,655,TOTAL
8103,JOHN MCCAIN,REPUBLICAN,2437,TOTAL
8103,OTHER,OTHER,55,TOTAL
8105,BARACK OBAMA,DEMOCRAT,2448,TOTAL
8105,JOHN MCCAIN,REPUBLICAN,2930,TOTAL
8105,OTHER,OTHER,66,TOTAL
8107,BARACK OBAMA,DEMOCRAT,8270,TOTAL
8107,JOHN MCCAIN,REPUBLICAN,4725,TOTAL
8107,OTHER,OTHER,204,TOTAL
8109,BARACK OBAMA,DEMOCRAT,1730,TOTAL
8109,JOHN MCCAIN,REPUBLICAN,953,TOTAL
8109,OTHER,OTHER,64,TOTAL
8111,BARACK OBAMA,DEMOCRAT,264,TOTAL
8111,JOHN MCCAIN,REPUBLICAN,218,TOTAL
8111,OTHER,OTHER,14,TOTAL
8113,BARACK OBAMA,DEMOCRAT,3349,TOTAL
8113,JOHN MCCAIN,REPUBLICAN,933,TOTAL
8113,OTHER,OTHER,68,TOTAL
8115,BARACK OBAMA,DEMOCRAT,468,TOTAL
8115,JOHN MCCAIN,REPUBLICAN,857,TOTAL
8115,OTHER,OTHER,26,TOTAL
8117,BARACK OBAMA,DEMOCRAT,9802,TOTAL
8117,JOHN MCCAIN,REPUBLICAN,4883,TOTAL
8117,OTHER,OTHER,214,TOTAL
8119,BARACK OBAMA,DEMOCRAT,4513,TOTAL
8119,JOHN MCCAIN,REPUBLICAN,8146,TOTAL
8119,OTHER,OTHER,247,TOTAL
8121,BARACK OBAMA,DEMOCRAT,529,TOTAL
8121,JOHN MCCAIN,REPUBLICAN,1949,TOTAL
8121,OTHER,OTHER,35,TOTAL
8123,BARACK OBAMA,DEMOCRAT,47292,TOTAL
8123,JOHN MCCAIN,REPUBLICAN,56526,TOTAL
8123,OTHER,OTHER,2048,TOTAL
8125,BARACK OBAMA,DEMOCRAT,1117,TOTAL
8125,JOHN MCCAIN,REPUBLICAN,3286,TOTAL
8125,OTHER,OTHER,80,TOTAL
9001,BARACK OBAMA,DEMOCRAT,241320,TOTAL
9001,JOHN MCCAIN,REPUBLICAN,166845,TOTAL
9001,OTHER,OTHER,2931,TOTAL
9003,BARACK OBAMA,DEMOCRAT,268301,TOTAL
9003,JOHN MCCAIN,REPUBLICAN,138716,TOTAL
9003,OTHER,OTHER,4768,TOTAL
9005,BARACK OBAMA,DEMOCRAT,51037,TOTAL
9005,JOHN MCCAIN,REPUBLICAN,46176,TOTAL
9005,OTHER,OTHER,1657,TOTAL
9007,BARACK OBAMA,DEMOCRAT,52966,TOTAL
9007,JOHN MCCAIN,REPUBLICAN,32907,TOTAL
9007,OTHER,OTHER,1282,TOTAL
9009,BARACK OBAMA,DEMOCRAT,232820,TOTAL
9009,JOHN MCCAIN,REPUBLICAN,144465,TOTAL
9009,OTHER,OTHER,4454,TOTAL
9011,BARACK OBAMA,DEMOCRAT,74745,TOTAL
9011,JOHN MCCAIN,REPUBLICAN,48460,TOTAL
9011,OTHER,OTHER,1560,TOTAL
9013,BARACK OBAMA,DEMOCRAT,44969,TOTAL
9013,JOHN MCCAIN,REPUBLICAN,29262,TOTAL
9013,OTHER,OTHER,1175,TOTAL
9015,BARACK OBAMA,DEMOCRAT,34133,TOTAL
9015,JOHN MCCAIN,REPUBLICAN,21210,TOTAL
9015,OTHER,OTHER,926,TOTAL
10001,BARACK OBAMA,DEMOCRAT,36392,TOTAL
10001,JOHN MCCAIN,REPUBLICAN,29827,TOTAL
10001,OTHER,OTHER,706,TOTAL
10003,BARACK OBAMA,DEMOCRAT,178768,TOTAL
10003,JOHN MCCAIN,REPUBLICAN,74608,TOTAL
10003,OTHER,OTHER,3041,TOTAL
10005,BARACK OBAMA,DEMOCRAT,40299,TOTAL
10005,JOHN MCCAIN,REPUBLICAN,47939,TOTAL
10005,OTHER,OTHER,832,TOTAL
11001,BARACK OBAMA,DEMOCRAT,245800,TOTAL
11001,JOHN MCCAIN,REPUBLICAN,17367,TOTAL
11001,OTHER,OTHER,2686,TOTAL
12001,BARACK OBAMA,DEMOCRAT,75565,TOTAL
12001,JOHN MCCAIN,REPUBLICAN,48513,TOTAL
12001,OTHER,OTHER,1441,TOTAL
12003,BARACK OBAMA,DEMOCRAT,2327,TOTAL
12003,JOHN MCCAIN,REPUBLICAN,8672,TOTAL
12003,OTHER,OTHER,60,TOTAL
12005,BARACK OBAMA,DEMOCRAT,23653,TOTAL
12005,JOHN MCCAIN,REPUBLICAN,56683,TOTAL
12005,OTHER,OTHER,791,TOTAL
12007,BARACK OBAMA,DEMOCRAT,3430,TOTAL
12007,JOHN MCCAIN,REPUBLICAN,8136,TOTAL
12007,OTHER,OTHER,110,TOTAL
12009,BARACK OBAMA,DEMOCRAT,127620,TOTAL
12009,JOHN MCCAIN,REPUBLICAN,157589,TOTAL
12009,OTHER,OTHER,2650,TOTAL
12011,BARACK OBAMA,DEMOCRAT,492640,TOTAL
12011,JOHN MCCAIN,REPUBLICAN,237729,TOTAL
12011,OTHER,OTHER,3530,TOTAL
12013,BARACK OBAMA,DEMOCRAT,1821,TOTAL
12013,JOHN MCCAIN,REPUBLICAN,4345,TOTAL
12013,OTHER,OTHER,78,TOTAL
12015,BARACK OBAMA,DEMOCRAT,39031,TOTAL
12015,JOHN MCCAIN,REPUBLICAN,45205,TOTAL
12015,OTHER,OTHER,922,TOTAL
12017,BARACK OBAMA,DEMOCRAT,31460,TOTAL
12017,JOHN MCCAIN,REPUBLICAN,43706,TOTAL
12017,OTHER,OTHER,992,TOTAL
12019,BARACK OBAMA,DEMOCRAT,26697,TOTAL
12019,JOHN MCCAIN,REPUBLICAN,67203,TOTAL
12019,OTHER,OTHER,677,TOTAL
12021,BARACK OBAMA,DEMOCRAT,54450,TOTAL
12021,JOHN MCCAIN,REPUBLICAN,86379,TOTAL
12021,OTHER,OTHER,1159,TOTAL
12023,BARACK OBAMA,DEMOCRAT,9171,TOTAL
12023,JOHN MCCAIN,REPUBLICAN,18670,TOTAL
12023,OTHER,OTHER,287,TOTAL
12027,BARACK OBAMA,DEMOCRAT,4383,TOTAL
12027,JOHN MCCAIN,REPUBLICAN,5632,TOTAL
12027,OTHER,OTHER,116,TOTAL
12029,BARACK OBAMA,DEMOCRAT,1925,TOTAL
12029,JOHN MCCAIN,REPUBLICAN,5194,TOTAL
12029,OTHER,OTHER,145,TOTAL
12031,BARACK OBAMA,DEMOCRAT,202618,TOTAL
12031,JOHN MCCAIN,REPUBLICAN,210537,TOTAL
12031,OTHER,OTHER,2606,TOTAL
12033,BARACK OBAMA,DEMOCRAT,61572,TOTAL
12033,JOHN MCCAIN,REPUBLICAN,91411,TOTAL
12033,OTHER,OTHER,1464,TOTAL
12035,BARACK OBAMA,DEMOCRAT,24726,TOTAL
12035,JOHN MCCAIN,REPUBLICAN,23951,TOTAL
12035,OTHER,OTHER,354,TOTAL
12037,BARACK OBAMA,DEMOCRAT,2134,TOTAL
12037,JOHN MCCAIN,REPUBLICAN,3818,TOTAL
12037,OTHER,OTHER,77,TOTAL
12039,BARACK OBAMA,DEMOCRAT,15582,TOTAL
12039,JOHN MCCAIN,REPUBLICAN,6811,TOTAL
12039,OTHER,OTHER,117,TOTAL
12041,BARACK OBAMA,DEMOCRAT,1996,TOTAL
12041,JOHN MCCAIN,REPUBLICAN,5656,TOTAL
12041,OTHER,OTHER,167,TOTAL
12043,BARACK OBAMA,DEMOCRAT,1674,TOTAL
12043,JOHN MCCAIN,REPUBLICAN,2533,TOTAL
12043,OTHER,OTHER,54,TOTAL
12045,BARACK OBAMA,DEMOCRAT,2149,TOTAL
12045,JOHN MCCAIN,REPUBLICAN,4980,TOTAL
12045,OTHER,OTHER,76,TOTAL
12047,BARACK OBAMA,DEMOCRAT,2364,TOTAL
12047,JOHN MCCAIN,REPUBLICAN,3179,TOTAL
12047,OTHER,OTHER,44,TOTAL
12049,BARACK OBAMA,DEMOCRAT,2568,TOTAL
12049,JOHN MCCAIN,REPUBLICAN,4763,TOTAL
12049,OTHER,OTHER,81,TOTAL
12051,BARACK OBAMA,DEMOCRAT,4998,TOTAL
12051,JOHN MCCAIN,REPUBLICAN,5780,TOTAL
12051,OTHER,OTHER,101,TOTAL
12053,BARACK OBAMA,DEMOCRAT,41886,TOTAL
12053,JOHN MCCAIN,REPUBLICAN,45021,TOTAL
12053,OTHER,OTHER,994,TOTAL
12055,BARACK OBAMA,DEMOCRAT,18135,TOTAL
12055,JOHN MCCAIN,REPUBLICAN,26221,TOTAL
12055,OTHER,OTHER,427,TOTAL
12057,BARACK OBAMA,DEMOCRAT,272963,TOTAL
12057,JOHN MCCAIN,REPUBLICAN,236355,TOTAL
12057,OTHER,OTHER,3994,TOTAL
12059,BARACK OBAMA,DEMOCRAT,1446,TOTAL
12059,JOHN MCCAIN,REPUBLICAN,7033,TOTAL
12059,OTHER,OTHER,110,TOTAL
12061,BARACK OBAMA,DEMOCRAT,29710,TOTAL
12061,JOHN MCCAIN,REPUBLICAN,40176,TOTAL
12061,OTHER,OTHER,705,TOTAL
12063,BARACK OBAMA,DEMOCRAT,7671,TOTAL
12063,JOHN MCCAIN,REPUBLICAN,13717,TOTAL
12063,OTHER,OTHER,177,TOTAL
12065,BARACK OBAMA,DEMOCRAT,4088,TOTAL
12065,JOHN MCCAIN,REPUBLICAN,3797,TOTAL
12065,OTHER,OTHER,72,TOTAL
12067,BARACK OBAMA,DEMOCRAT,642,TOTAL
12067,JOHN MCCAIN,REPUBLICAN,2679,TOTAL
12067,OTHER,OTHER,38,TOTAL
12069,BARACK OBAMA,DEMOCRAT,62948,TOTAL
12069,JOHN MCCAIN,REPUBLICAN,82802,TOTAL
12069,OTHER,OTHER,1176,TOTAL
12071,BARACK OBAMA,DEMOCRAT,119701,TOTAL
12071,JOHN MCCAIN,REPUBLICAN,147608,TOTAL
12071,OTHER,OTHER,1967,TOTAL
12073,BARACK OBAMA,DEMOCRAT,91747,TOTAL
12073,JOHN MCCAIN,REPUBLICAN,55705,TOTAL
12073,OTHER,OTHER,1156,TOTAL
12075,BARACK OBAMA,DEMOCRAT,6711,TOTAL
12075,JOHN MCCAIN,REPUBLICAN,11754,TOTAL
12075,OTHER,OTHER,260,TOTAL
12077,BARACK OBAMA,DEMOCRAT,895,TOTAL
12077,JOHN MCCAIN,REPUBLICAN,2339,TOTAL
12077,OTHER,OTHER,44,TOTAL
12079,BARACK OBAMA,DEMOCRAT,4270,TOTAL
12079,JOHN MCCAIN,REPUBLICAN,4544,TOTAL
12079,OTHER,OTHER,93,TOTAL
12081,BARACK OBAMA,DEMOCRAT,70034,TOTAL
12081,JOHN MCCAIN,REPUBLICAN,80721,TOTAL
12081,OTHER,OTHER,1239,TOTAL
12083,BARACK OBAMA,DEMOCRAT,70839,TOTAL
